MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
4.0,5.0,1.0,6.0,5.0,4.0,1.0,7.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,8.0,4.0,0.425
2.0,5.0,1.0,8.0,7.0,9.0,8.0,6.0,3.0,7.0,8.0,10.5,5.0,6.0,4.0,5.0,3.0,3.0,4.0,8.0,0.57
3.0,5.0,4.0,5.0,3.0,6.0,10.0,4.0,7.0,4.0,8.0,1.0,8.0,2.0,1.0,6.0,4.0,9.0,3.0,7.0,0.5
4.0,3.0,6.0,2.0,8.0,5.0,4.0,6.0,7.0,3.0,7.0,3.0,2.0,2.0,10.5,2.0,4.0,6.0,5.0,6.0,0.48
10.5,5.0,5.0,1.0,4.0,9.0,3.0,8.0,8.0,3.0,4.0,7.0,9.0,4.0,2.0,4.0,6.0,2.0,4.0,6.0,0.525
4.0,5.0,5.0,4.0,4.0,7.0,5.0,4.0,2.0,3.0,4.0,6.0,4.0,7.0,6.0,9.0,5.0,4.0,7.0,10.0,0.525
6.0,3.0,4.0,7.0,8.0,6.0,7.0,3.0,4.0,3.0,5.0,4.0,5.0,1.0,3.0,6.0,7.0,6.0,2.0,4.0,0.47
7.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,10.0,4.0,3.0,4.0,10.5,7.0,8.0,5.0,7.0,4.0,0.48
6.0,7.0,7.0,4.0,5.0,3.0,8.0,5.0,6.0,4.0,5.0,7.0,5.0,5.0,2.0,5.0,7.0,3.0,7.0,6.0,0.535
4.0,3.0,5.0,2.0,5.0,7.0,4.0,2.0,6.0,5.0,3.0,9.0,6.0,5.0,2.0,4.0,4.0,5.0,5.0,8.0,0.47
6.0,6.0,3.0,1.0,6.0,3.0,7.0,4.0,3.0,7.0,4.0,3.0,4.0,7.0,2.0,2.0,4.0,6.0,5.0,4.0,0.435
8.0,4.0,7.0,8.0,6.0,8.0,7.0,9.0,4.0,6.0,6.0,5.0,6.0,4.0,5.0,3.0,10.0,8.0,4.0,4.0,0.61
2.0,3.0,2.0,4.0,2.0,6.0,9.0,5.0,8.0,6.0,2.0,8.0,3.0,6.0,10.0,2.0,5.0,6.0,0.0,8.0,0.485
3.0,5.0,4.0,4.0,4.0,3.0,4.0,7.0,1.0,4.0,3.0,5.0,8.0,5.0,7.0,6.0,6.0,4.0,4.0,6.0,0.465
1.0,8.0,7.0,5.0,6.0,6.0,6.0,3.0,5.0,2.0,6.0,9.0,6.0,5.0,8.0,5.0,7.0,8.0,3.0,5.0,0.555
6.0,1.0,4.0,8.0,7.0,3.0,5.0,2.0,5.0,5.0,10.0,6.0,5.0,4.0,3.0,6.0,5.0,8.0,7.0,5.0,0.525
5.0,5.0,6.0,4.0,5.0,1.0,4.0,10.5,5.0,5.0,2.0,8.0,9.0,10.0,4.0,0.0,5.0,1.0,2.0,5.0,0.49
4.0,7.0,7.0,9.0,4.0,2.0,5.0,7.0,7.0,10.5,5.0,5.0,7.0,7.0,6.0,4.0,7.0,6.0,6.0,6.0,0.61
4.0,7.0,5.0,4.0,8.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,7.0,5.0,3.0,7.0,5.0,4.0,2.0,4.0,0.525
4.0,5.0,3.0,6.0,2.0,7.0,7.0,4.0,4.0,6.0,1.0,1.0,7.0,6.0,2.0,3.0,7.0,4.0,6.0,4.0,0.445
5.0,2.0,4.0,0.0,3.0,10.0,6.0,9.0,3.0,6.0,6.0,4.0,1.0,4.0,10.0,5.0,4.0,7.0,3.0,2.0,0.47
5.0,4.0,2.0,5.0,6.0,6.0,3.0,4.0,6.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,7.0,9.0,4.0,0.48
4.0,4.0,0.0,3.0,3.0,4.0,3.0,4.0,5.0,6.0,2.0,3.0,5.0,7.0,4.0,9.0,5.0,2.0,4.0,4.0,0.405
4.0,4.0,4.0,4.0,4.0,6.0,2.0,4.0,7.0,7.0,3.0,3.0,5.0,10.0,5.0,3.0,5.0,1.0,5.0,1.0,0.435
5.0,3.0,4.0,6.0,10.0,3.0,7.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,7.0,7.0,3.0,6.0,5.0,0.5
5.0,6.0,5.0,4.0,7.0,7.0,9.0,9.0,7.0,2.0,5.0,8.0,2.0,5.0,6.0,7.0,7.0,6.0,5.0,4.0,0.58
4.0,6.0,7.0,4.0,3.0,5.0,9.0,4.0,4.0,2.0,4.0,4.0,3.0,9.0,4.0,3.0,6.0,7.0,4.0,8.0,0.5
7.0,4.0,4.0,7.0,6.0,6.0,8.0,6.0,5.0,4.0,6.0,5.0,6.0,8.0,3.0,7.0,2.0,6.0,5.0,2.0,0.535
1.0,3.0,2.0,6.0,3.0,6.0,6.0,2.0,4.0,8.0,8.0,10.0,6.0,4.0,3.0,9.0,4.0,1.0,5.0,8.0,0.495
6.0,8.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,9.0,5.0,4.0,4.0,1.0,9.0,6.0,5.0,0.48
6.0,2.0,4.0,0.0,6.0,3.0,5.0,4.0,2.0,6.0,5.0,7.0,6.0,6.0,4.0,5.0,9.0,7.0,3.0,4.0,0.47
6.0,5.0,6.0,1.0,5.0,7.0,9.0,7.0,2.0,5.0,7.0,5.0,5.0,6.0,2.0,4.0,5.0,7.0,8.0,7.0,0.545
2.0,9.0,7.0,9.0,6.0,7.0,6.0,10.5,7.0,10.0,2.0,7.0,6.0,4.0,6.0,1.0,7.0,6.0,4.0,5.0,0.625
5.0,2.0,3.0,5.0,4.0,4.0,5.0,6.0,5.0,3.0,3.0,9.0,4.0,6.0,7.0,8.0,4.0,2.0,0.0,3.0,0.44
9.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,7.0,2.0,4.0,2.0,4.0,2.0,5.0,6.0,7.0,2.0,2.0,9.0,0.455
4.0,3.0,5.0,5.0,3.0,3.0,4.0,0.0,3.0,6.0,0.0,4.0,6.0,7.0,4.0,8.0,2.0,8.0,6.0,5.0,0.43
6.0,3.0,5.0,4.0,3.0,4.0,4.0,6.0,8.0,2.0,8.0,2.0,5.0,3.0,4.0,3.0,8.0,5.0,10.0,4.0,0.485
5.0,7.0,3.0,5.0,9.0,4.0,4.0,5.0,6.0,2.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,0.47
7.0,2.0,5.0,7.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,6.0,6.0,2.0,6.0,3.0,5.0,3.0,8.0,4.0,0.415
5.0,6.0,6.0,6.0,10.0,2.0,0.0,3.0,6.0,5.0,5.0,6.0,5.0,1.0,2.0,6.0,6.0,6.0,5.0,5.0,0.48
5.0,2.0,2.0,6.0,5.0,5.0,4.0,3.0,5.0,6.0,10.0,7.0,5.0,5.0,5.0,6.0,9.0,6.0,4.0,4.0,0.52
5.0,6.0,8.0,6.0,3.0,4.0,9.0,6.0,7.0,8.0,3.0,7.0,4.0,4.0,5.0,5.0,8.0,4.0,5.0,8.0,0.575
7.0,7.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,7.0,1.0,8.0,3.0,7.0,9.0,7.0,7.0,5.0,3.0,7.0,0.525
7.0,3.0,6.0,4.0,0.0,1.0,4.0,8.0,9.0,5.0,2.0,8.0,6.0,5.0,8.0,1.0,3.0,3.0,10.0,5.0,0.49
4.0,7.0,6.0,4.0,4.0,6.0,2.0,4.0,1.0,8.0,3.0,4.0,3.0,4.0,5.0,7.0,6.0,4.0,2.0,3.0,0.435
4.0,5.0,3.0,2.0,10.0,6.0,5.0,8.0,8.0,4.0,0.0,3.0,8.0,6.0,4.0,5.0,10.5,9.0,6.0,5.0,0.565
3.0,5.0,4.0,5.0,9.0,6.0,8.0,0.0,5.0,1.0,7.0,3.0,3.0,5.0,2.0,4.0,8.0,3.0,2.0,7.0,0.45
2.0,4.0,4.0,3.0,4.0,6.0,3.0,4.0,8.0,6.0,6.0,2.0,5.0,2.0,4.0,8.0,7.0,4.0,5.0,4.0,0.455
2.0,4.0,5.0,2.0,9.0,2.0,7.0,3.0,8.0,7.0,7.0,6.0,10.0,7.0,6.0,2.0,6.0,2.0,4.0,3.0,0.51
3.0,7.0,6.0,7.0,6.0,9.0,5.0,2.0,7.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,1.0,5.0,4.0,6.0,0.475
3.0,6.0,6.0,9.0,3.0,4.0,4.0,6.0,4.0,5.0,9.0,8.0,4.0,8.0,3.0,7.0,5.0,6.0,8.0,8.0,0.58
3.0,6.0,3.0,9.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,6.0,6.0,6.0,4.0,3.0,10.0,6.0,2.0,3.0,0.465
3.0,4.0,4.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,6.0,5.0,2.0,5.0,10.0,4.0,3.0,5.0,3.0,8.0,0.45
8.0,3.0,6.0,6.0,8.0,3.0,5.0,1.0,4.0,7.0,7.0,3.0,7.0,9.0,9.0,5.0,4.0,3.0,1.0,2.0,0.505
3.0,6.0,7.0,8.0,3.0,3.0,3.0,7.0,10.0,7.0,10.0,5.0,4.0,5.0,4.0,7.0,7.0,4.0,5.0,3.0,0.555
3.0,5.0,7.0,7.0,1.0,0.0,5.0,5.0,3.0,4.0,1.0,7.0,4.0,4.0,4.0,2.0,3.0,8.0,2.0,3.0,0.39
8.0,4.0,6.0,6.0,3.0,4.0,8.0,10.5,5.0,10.5,5.0,4.0,6.0,6.0,3.0,5.0,1.0,6.0,7.0,5.0,0.57
3.0,8.0,6.0,2.0,7.0,4.0,3.0,8.0,10.0,4.0,7.0,9.0,3.0,3.0,3.0,6.0,10.5,3.0,6.0,2.0,0.54
9.0,4.0,3.0,5.0,4.0,5.0,5.0,7.0,5.0,2.0,5.0,10.0,3.0,7.0,7.0,3.0,8.0,4.0,5.0,6.0,0.535
3.0,3.0,4.0,6.0,6.0,5.0,6.0,4.0,6.0,1.0,4.0,6.0,5.0,3.0,3.0,6.0,3.0,5.0,4.0,3.0,0.43
7.0,3.0,5.0,4.0,6.0,5.0,6.0,6.0,7.0,5.0,9.0,3.0,3.0,9.0,7.0,10.5,3.0,5.0,8.0,3.0,0.575
4.0,4.0,5.0,5.0,3.0,3.0,6.0,4.0,9.0,10.5,4.0,4.0,3.0,8.0,5.0,6.0,8.0,5.0,5.0,5.0,0.535
5.0,9.0,3.0,1.0,6.0,2.0,5.0,6.0,6.0,4.0,8.0,2.0,7.0,5.0,4.0,6.0,4.0,4.0,3.0,4.0,0.47
2.0,4.0,7.0,4.0,5.0,7.0,0.0,6.0,2.0,5.0,2.0,4.0,3.0,6.0,5.0,6.0,8.0,6.0,7.0,5.0,0.47
3.0,6.0,4.0,5.0,5.0,3.0,7.0,1.0,3.0,5.0,3.0,2.0,4.0,5.0,7.0,4.0,6.0,7.0,5.0,2.0,0.435
3.0,6.0,6.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,0.51
7.0,4.0,6.0,4.0,2.0,1.0,6.0,5.0,3.0,6.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,7.0,8.0,0.42
1.0,5.0,7.0,6.0,5.0,4.0,8.0,7.0,10.0,3.0,3.0,5.0,8.0,5.0,7.0,3.0,2.0,4.0,10.0,7.0,0.55
3.0,9.0,1.0,7.0,6.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,9.0,3.0,6.0,6.0,4.0,5.0,3.0,3.0,0.51
5.0,4.0,2.0,6.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,9.0,5.0,10.0,4.0,6.0,4.0,7.0,6.0,5.0,0.495
9.0,7.0,8.0,4.0,5.0,5.0,1.0,5.0,9.0,7.0,8.0,4.0,6.0,5.0,5.0,6.0,0.0,4.0,5.0,7.0,0.55
5.0,4.0,10.0,8.0,7.0,7.0,6.0,3.0,6.0,4.0,4.0,0.0,7.0,2.0,6.0,4.0,5.0,6.0,3.0,3.0,0.5
7.0,4.0,6.0,7.0,4.0,2.0,6.0,7.0,5.0,4.0,6.0,2.0,4.0,2.0,5.0,6.0,5.0,7.0,6.0,2.0,0.485
3.0,3.0,2.0,9.0,3.0,7.0,3.0,2.0,10.0,7.0,4.0,4.0,6.0,4.0,4.0,7.0,7.0,5.0,6.0,4.0,0.5
9.0,2.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,4.0,9.0,6.0,1.0,5.0,4.0,5.0,6.0,4.0,0.505
5.0,3.0,2.0,7.0,2.0,1.0,6.0,2.0,6.0,3.0,3.0,7.0,9.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,0.43
3.0,3.0,6.0,6.0,5.0,3.0,6.0,9.0,6.0,5.0,5.0,7.0,2.0,7.0,7.0,1.0,6.0,7.0,5.0,5.0,0.52
5.0,5.0,3.0,7.0,8.0,6.0,9.0,4.0,3.0,5.0,3.0,7.0,9.0,7.0,5.0,9.0,5.0,2.0,5.0,6.0,0.565
5.0,10.5,7.0,7.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,6.0,2.0,3.0,7.0,6.0,10.0,4.0,4.0,0.49
4.0,6.0,5.0,5.0,3.0,7.0,5.0,6.0,4.0,10.0,4.0,5.0,5.0,7.0,2.0,3.0,3.0,7.0,7.0,3.0,0.505
5.0,2.0,1.0,2.0,6.0,4.0,4.0,3.0,7.0,4.0,7.0,10.0,3.0,3.0,2.0,3.0,6.0,2.0,7.0,1.0,0.41
4.0,6.0,10.0,5.0,10.5,8.0,7.0,2.0,8.0,6.0,8.0,5.0,6.0,2.0,10.0,7.0,3.0,5.0,4.0,4.0,0.605
5.0,8.0,4.0,6.0,3.0,5.0,4.0,5.0,3.0,8.0,8.0,3.0,5.0,8.0,7.0,6.0,5.0,4.0,4.0,9.0,0.55
6.0,5.0,3.0,7.0,2.0,4.0,3.0,3.0,9.0,6.0,4.0,3.0,4.0,2.0,3.0,6.0,3.0,4.0,5.0,4.0,0.43
6.0,7.0,10.0,1.0,2.0,4.0,8.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,8.0,3.0,8.0,10.0,0.485
6.0,7.0,6.0,1.0,4.0,4.0,4.0,6.0,10.0,1.0,8.0,4.0,7.0,1.0,5.0,4.0,4.0,8.0,6.0,5.0,0.505
2.0,9.0,3.0,2.0,6.0,1.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,3.0,3.0,4.0,8.0,5.0,5.0,5.0,0.445
4.0,10.0,3.0,6.0,6.0,3.0,10.5,10.5,4.0,3.0,7.0,4.0,3.0,5.0,6.0,2.0,4.0,7.0,4.0,5.0,0.545
6.0,4.0,4.0,6.0,4.0,5.0,6.0,4.0,7.0,7.0,2.0,7.0,3.0,6.0,2.0,2.0,9.0,2.0,4.0,6.0,0.48
4.0,5.0,6.0,6.0,3.0,5.0,5.0,2.0,6.0,5.0,5.0,7.0,6.0,3.0,4.0,2.0,9.0,4.0,4.0,3.0,0.47
7.0,7.0,3.0,2.0,6.0,4.0,7.0,7.0,8.0,4.0,3.0,4.0,0.0,4.0,5.0,6.0,4.0,6.0,0.0,8.0,0.475
4.0,1.0,4.0,8.0,5.0,3.0,5.0,7.0,6.0,3.0,4.0,3.0,5.0,6.0,5.0,9.0,9.0,3.0,5.0,7.0,0.51
5.0,3.0,5.0,5.0,3.0,10.5,7.0,10.5,5.0,4.0,2.0,10.0,4.0,3.0,9.0,7.0,5.0,4.0,5.0,8.0,0.6
4.0,9.0,5.0,4.0,3.0,1.0,4.0,6.0,5.0,4.0,6.0,7.0,6.0,3.0,6.0,3.0,4.0,5.0,5.0,8.0,0.49
1.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,8.0,5.0,9.0,8.0,3.0,3.0,4.0,0.44
4.0,3.0,4.0,5.0,7.0,6.0,4.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,2.0,4.0,8.0,6.0,4.0,10.5,0.515
7.0,6.0,7.0,1.0,7.0,6.0,2.0,4.0,7.0,3.0,7.0,5.0,10.5,2.0,8.0,7.0,4.0,3.0,4.0,4.0,0.525
4.0,6.0,8.0,7.0,10.5,7.0,3.0,9.0,4.0,6.0,10.0,3.0,3.0,1.0,4.0,7.0,3.0,8.0,9.0,10.0,0.615
5.0,8.0,4.0,7.0,5.0,1.0,4.0,9.0,4.0,4.0,7.0,8.0,6.0,2.0,4.0,6.0,6.0,5.0,2.0,6.0,0.515
7.0,4.0,6.0,5.0,5.0,4.0,7.0,9.0,6.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,4.0,6.0,0.49
4.0,10.0,3.0,2.0,3.0,7.0,3.0,2.0,3.0,5.0,8.0,6.0,7.0,5.0,4.0,2.0,6.0,3.0,5.0,5.0,0.465
9.0,4.0,6.0,6.0,2.0,7.0,8.0,4.0,4.0,5.0,10.5,3.0,3.0,5.0,6.0,6.0,8.0,5.0,5.0,9.0,0.58
3.0,7.0,4.0,5.0,8.0,9.0,4.0,7.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,6.0,0.51
5.0,5.0,4.0,7.0,3.0,7.0,4.0,8.0,8.0,4.0,7.0,6.0,2.0,6.0,5.0,4.0,3.0,4.0,3.0,2.0,0.485
3.0,5.0,5.0,6.0,4.0,4.0,2.0,2.0,5.0,3.0,7.0,10.5,6.0,6.0,4.0,7.0,5.0,5.0,8.0,2.0,0.5
6.0,5.0,5.0,4.0,3.0,5.0,5.0,7.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,6.0,3.0,7.0,8.0,0.49
4.0,6.0,6.0,1.0,4.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0,5.0,7.0,1.0,5.0,6.0,5.0,5.0,4.0,0.45
8.0,10.5,7.0,3.0,5.0,8.0,4.0,3.0,4.0,6.0,7.0,4.0,2.0,9.0,6.0,4.0,8.0,8.0,7.0,3.0,0.585
5.0,8.0,4.0,4.0,3.0,4.0,9.0,10.0,3.0,3.0,6.0,5.0,2.0,1.0,3.0,5.0,4.0,4.0,4.0,7.0,0.47
3.0,5.0,7.0,4.0,6.0,4.0,5.0,3.0,6.0,4.0,5.0,6.0,6.0,5.0,7.0,5.0,7.0,5.0,3.0,6.0,0.51
3.0,8.0,3.0,4.0,4.0,3.0,2.0,10.0,2.0,7.0,4.0,4.0,2.0,3.0,5.0,6.0,5.0,3.0,5.0,8.0,0.455
7.0,5.0,6.0,2.0,7.0,5.0,6.0,6.0,4.0,4.0,6.0,5.0,1.0,6.0,3.0,5.0,4.0,3.0,4.0,10.5,0.5
2.0,4.0,6.0,6.0,7.0,2.0,6.0,2.0,8.0,5.0,2.0,5.0,6.0,2.0,8.0,3.0,6.0,6.0,7.0,3.0,0.48
2.0,5.0,6.0,2.0,7.0,1.0,2.0,5.0,8.0,6.0,6.0,5.0,3.0,4.0,4.0,6.0,4.0,8.0,6.0,4.0,0.47
2.0,8.0,3.0,7.0,5.0,7.0,4.0,9.0,7.0,4.0,5.0,8.0,2.0,3.0,6.0,2.0,4.0,9.0,8.0,4.0,0.535
7.0,5.0,7.0,7.0,4.0,9.0,2.0,4.0,8.0,5.0,10.0,9.0,6.0,2.0,6.0,3.0,8.0,4.0,4.0,3.0,0.565
6.0,3.0,5.0,10.5,4.0,0.0,3.0,7.0,4.0,7.0,3.0,4.0,5.0,5.0,6.0,3.0,8.0,7.0,3.0,7.0,0.505
5.0,5.0,3.0,6.0,4.0,6.0,3.0,5.0,5.0,4.0,7.0,3.0,4.0,0.0,4.0,3.0,4.0,6.0,4.0,8.0,0.445
10.0,1.0,1.0,1.0,7.0,2.0,7.0,5.0,5.0,4.0,10.0,8.0,8.0,6.0,1.0,10.5,4.0,4.0,4.0,6.0,0.525
9.0,1.0,3.0,4.0,1.0,6.0,3.0,2.0,6.0,2.0,2.0,3.0,6.0,9.0,5.0,9.0,4.0,5.0,9.0,1.0,0.45
10.0,3.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,9.0,4.0,1.0,7.0,3.0,5.0,0.45
0.0,10.0,6.0,4.0,8.0,7.0,3.0,5.0,2.0,4.0,5.0,8.0,4.0,4.0,2.0,1.0,6.0,7.0,4.0,2.0,0.46
3.0,6.0,4.0,6.0,7.0,5.0,9.0,4.0,7.0,7.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,0.48
6.0,9.0,4.0,8.0,4.0,6.0,6.0,6.0,5.0,5.0,3.0,7.0,2.0,4.0,4.0,6.0,9.0,5.0,4.0,4.0,0.535
7.0,5.0,5.0,5.0,9.0,2.0,7.0,6.0,5.0,3.0,4.0,4.0,1.0,6.0,9.0,5.0,3.0,3.0,3.0,5.0,0.485
10.5,3.0,5.0,1.0,3.0,3.0,6.0,6.0,8.0,4.0,4.0,2.0,5.0,4.0,6.0,3.0,3.0,7.0,5.0,8.0,0.485
6.0,9.0,2.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,6.0,5.0,3.0,8.0,4.0,4.0,5.0,2.0,9.0,0.465
3.0,7.0,7.0,6.0,9.0,10.0,10.0,4.0,4.0,7.0,4.0,7.0,10.0,3.0,4.0,6.0,8.0,10.0,2.0,3.0,0.62
8.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,8.0,7.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,0.45
5.0,2.0,2.0,2.0,7.0,3.0,6.0,7.0,4.0,7.0,5.0,4.0,6.0,5.0,9.0,6.0,4.0,8.0,9.0,10.0,0.555
3.0,5.0,6.0,4.0,4.0,2.0,9.0,4.0,4.0,10.0,5.0,5.0,6.0,6.0,5.0,5.0,10.0,5.0,7.0,4.0,0.545
5.0,8.0,2.0,9.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,1.0,8.0,6.0,4.0,6.0,7.0,6.0,7.0,0.515
2.0,6.0,4.0,2.0,6.0,6.0,5.0,7.0,5.0,2.0,4.0,4.0,4.0,6.0,1.0,6.0,8.0,9.0,5.0,5.0,0.485
6.0,1.0,5.0,6.0,6.0,5.0,9.0,3.0,7.0,4.0,10.5,7.0,6.0,3.0,1.0,3.0,6.0,2.0,4.0,4.0,0.505
5.0,6.0,5.0,9.0,4.0,1.0,1.0,6.0,8.0,5.0,5.0,5.0,6.0,3.0,8.0,4.0,4.0,2.0,4.0,7.0,0.49
9.0,6.0,2.0,6.0,8.0,3.0,5.0,5.0,4.0,7.0,5.0,6.0,5.0,4.0,7.0,3.0,6.0,2.0,7.0,4.0,0.52
3.0,7.0,5.0,5.0,4.0,7.0,9.0,5.0,1.0,3.0,4.0,5.0,8.0,5.0,5.0,10.5,7.0,8.0,5.0,3.0,0.55
3.0,3.0,10.0,5.0,7.0,6.0,5.0,5.0,3.0,9.0,8.0,2.0,7.0,10.0,4.0,8.0,6.0,6.0,2.0,3.0,0.56
2.0,1.0,2.0,3.0,2.0,9.0,6.0,4.0,4.0,3.0,6.0,6.0,4.0,7.0,6.0,8.0,6.0,2.0,6.0,5.0,0.46
8.0,8.0,3.0,6.0,4.0,2.0,3.0,3.0,5.0,10.5,3.0,10.0,5.0,5.0,5.0,7.0,3.0,3.0,2.0,5.0,0.51
5.0,9.0,7.0,4.0,5.0,3.0,3.0,7.0,4.0,3.0,3.0,7.0,10.0,7.0,2.0,3.0,5.0,4.0,1.0,7.0,0.495
5.0,2.0,9.0,3.0,2.0,4.0,6.0,5.0,8.0,8.0,4.0,2.0,4.0,6.0,7.0,4.0,5.0,4.0,1.0,5.0,0.47
5.0,5.0,4.0,4.0,7.0,5.0,5.0,3.0,3.0,7.0,5.0,7.0,5.0,4.0,7.0,7.0,5.0,6.0,4.0,1.0,0.495
10.0,6.0,4.0,9.0,6.0,1.0,6.0,5.0,2.0,3.0,7.0,0.0,7.0,2.0,3.0,3.0,6.0,4.0,3.0,6.0,0.465
4.0,6.0,6.0,1.0,2.0,3.0,4.0,3.0,0.0,3.0,2.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,8.0,6.0,0.425
4.0,5.0,3.0,5.0,6.0,3.0,4.0,2.0,3.0,4.0,6.0,5.0,4.0,2.0,7.0,2.0,1.0,10.0,5.0,2.0,0.415
4.0,4.0,8.0,5.0,3.0,6.0,2.0,10.5,4.0,7.0,7.0,5.0,8.0,5.0,8.0,6.0,6.0,3.0,5.0,8.0,0.59
2.0,5.0,9.0,7.0,2.0,4.0,5.0,4.0,7.0,7.0,4.0,7.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0,6.0,0.47
6.0,2.0,6.0,3.0,3.0,2.0,6.0,3.0,7.0,6.0,7.0,4.0,6.0,2.0,4.0,3.0,6.0,5.0,4.0,8.0,0.465
7.0,3.0,6.0,8.0,7.0,4.0,4.0,4.0,4.0,6.0,5.0,7.0,5.0,4.0,5.0,7.0,4.0,2.0,3.0,4.0,0.495
1.0,5.0,3.0,3.0,3.0,6.0,6.0,5.0,4.0,5.0,6.0,7.0,5.0,2.0,5.0,7.0,6.0,5.0,4.0,3.0,0.455
4.0,5.0,4.0,5.0,6.0,3.0,6.0,6.0,6.0,3.0,5.0,6.0,4.0,6.0,9.0,5.0,6.0,4.0,10.0,4.0,0.535
3.0,5.0,7.0,5.0,4.0,2.0,5.0,4.0,7.0,5.0,4.0,4.0,7.0,9.0,2.0,3.0,7.0,5.0,5.0,6.0,0.495
7.0,3.0,6.0,2.0,6.0,6.0,5.0,10.5,8.0,6.0,3.0,7.0,5.0,7.0,5.0,5.0,5.0,3.0,3.0,6.0,0.545
2.0,6.0,3.0,9.0,6.0,7.0,3.0,3.0,10.5,2.0,7.0,4.0,8.0,3.0,2.0,5.0,3.0,6.0,2.0,7.0,0.495
4.0,1.0,5.0,2.0,7.0,3.0,3.0,0.0,6.0,6.0,4.0,3.0,4.0,3.0,5.0,2.0,5.0,5.0,3.0,8.0,0.395
1.0,5.0,3.0,5.0,10.0,3.0,10.5,4.0,7.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,6.0,8.0,3.0,5.0,0.57
8.0,5.0,6.0,2.0,4.0,5.0,7.0,7.0,7.0,4.0,10.0,7.0,6.0,5.0,4.0,7.0,3.0,2.0,5.0,6.0,0.55
4.0,5.0,5.0,8.0,3.0,5.0,8.0,7.0,6.0,4.0,10.5,5.0,4.0,7.0,4.0,5.0,7.0,6.0,7.0,3.0,0.575
3.0,3.0,4.0,7.0,5.0,2.0,3.0,4.0,7.0,3.0,10.0,6.0,8.0,5.0,7.0,4.0,3.0,2.0,5.0,7.0,0.49
6.0,3.0,7.0,4.0,4.0,4.0,3.0,4.0,7.0,5.0,2.0,6.0,2.0,3.0,8.0,4.0,8.0,4.0,1.0,5.0,0.45
4.0,5.0,8.0,5.0,4.0,4.0,6.0,10.0,9.0,9.0,7.0,7.0,3.0,5.0,1.0,4.0,2.0,5.0,4.0,4.0,0.53
6.0,2.0,4.0,3.0,8.0,5.0,6.0,4.0,3.0,6.0,7.0,7.0,5.0,10.0,4.0,6.0,5.0,4.0,7.0,4.0,0.53
3.0,5.0,2.0,4.0,3.0,4.0,2.0,6.0,4.0,3.0,4.0,7.0,9.0,6.0,4.0,2.0,4.0,5.0,2.0,3.0,0.41
